departamento,codigo_via,kilometro,modalidad,hora_siniestro,mes,dia_semana,es_noche,fatal
LIMA,PE-1S,105.0,CHOQUE,20.0,8.0,THURSDAY,1,0
AMAZONAS,PE-5N,239.0,CHOQUE,15.0,8.0,THURSDAY,0,0
AMAZONAS,PE-08B,313.0,DESPISTE,6.0,8.0,THURSDAY,0,0
SAN MARTIN,PE-5N,409.0,CHOQUE,17.0,8.0,THURSDAY,0,0
LA LIBERTAD,PE-1N,550.0,CHOQUE,22.0,8.0,THURSDAY,1,0
LA LIBERTAD,PE-1N,593.0,CHOQUE,14.0,8.0,THURSDAY,0,0
SAN MARTIN,PE-5N,748.0,CHOQUE,16.0,8.0,THURSDAY,0,0
PIURA,PE-1N,1007.0,CHOQUE,13.0,8.0,THURSDAY,0,0
AREQUIPA,PE-34A,4.0,DESPISTE,5.0,8.0,FRIDAY,0,0
CUSCO,CU-117,11.0,DESPISTE,22.0,8.0,FRIDAY,1,0
MOQUEGUA,PE-1SD,11.0,CHOQUE,17.0,8.0,FRIDAY,0,0
PUNO,PE-36B,22.0,DESPISTE,21.0,8.0,FRIDAY,1,0
MOQUEGUA,PE-1SD,27.0,CHOQUE,7.0,8.0,FRIDAY,0,0
CUSCO,PE-34G,39.0,DESPISTE,1.0,8.0,FRIDAY,0,0
LIMA,PE-1N,56.0,CHOQUE,13.0,8.0,FRIDAY,0,0
JUNIN,PE-3N,67.0,DESPISTE,14.0,8.0,FRIDAY,0,0
PIURA,PE-1N,69.0,CHOQUE,21.0,8.0,FRIDAY,1,0
LIMA,PE-1S,73.0,CHOQUE,19.0,8.0,FRIDAY,1,0
LIMA,PE-1S,73.0,DESPISTE,15.0,8.0,FRIDAY,0,0
LIMA,PE-1S,73.0,CHOQUE,2.0,8.0,FRIDAY,0,0
AYACUCHO,PE-28B,74.0,DESPISTE,14.0,8.0,FRIDAY,0,0
LIMA,PE-22,86.0,DESPISTE,23.0,8.0,FRIDAY,1,0
LIMA,PE-1S,107.0,CHOQUE,23.0,8.0,FRIDAY,1,0
LAMBAYEQUE,PE-1NJ,107.0,CHOQUE,9.0,8.0,FRIDAY,0,0
AYACUCHO,PE-30A,152.0,DESPISTE,23.0,8.0,FRIDAY,1,0
UCAYALI,PE-5N,452.0,ATROPELLO,19.0,8.0,FRIDAY,1,0
SAN MARTIN,PE-5N,501.0,CHOQUE,14.0,8.0,FRIDAY,0,0
AREQUIPA,PE-1S,560.0,CHOQUE,7.0,8.0,FRIDAY,0,0
SAN MARTIN,PE-5N,586.0,DESPISTE,22.0,8.0,FRIDAY,1,0
AREQUIPA,PE-1S,590.0,CHOQUE,6.0,8.0,FRIDAY,0,0
LA LIBERTAD,PE-1N,594.0,CHOQUE,6.0,8.0,FRIDAY,0,1
PIURA,PE-1N,953.0,CHOQUE,0.0,8.0,FRIDAY,0,1
ANCASH,AN-647,0.0,DESPISTE,7.0,8.0,SATURDAY,0,0
LIMA,PE-1NA,1.0,DESPISTE,22.0,8.0,SATURDAY,1,0
AREQUIPA,PE-34A,6.0,CHOQUE,5.0,8.0,SATURDAY,0,0
CAJAMARCA,PE-3N,16.0,CHOQUE,20.0,8.0,SATURDAY,1,0
PIURA,PE-02,19.0,CHOQUE,10.0,8.0,SATURDAY,0,1
LIMA,PE-1S,53.0,CHOQUE,5.0,8.0,SATURDAY,0,0
ANCASH,PE-16,85.0,CHOQUE,7.0,8.0,SATURDAY,0,0
PUNO,PE-34B,117.0,DESPISTE,12.0,8.0,SATURDAY,0,0
PUNO,PE-34B,158.0,DESPISTE,21.0,8.0,SATURDAY,1,0
PIURA,PE-1NJ,215.0,DESPISTE,5.0,8.0,SATURDAY,0,0
MADRE DE DIOS,PE-30C,412.0,DESPISTE,21.0,8.0,SATURDAY,1,0
ANCASH,PE-1N,445.0,DESPISTE,18.0,8.0,SATURDAY,1,0
SAN MARTIN,PE-5N,462.0,CHOQUE,20.0,8.0,SATURDAY,1,0
ANCASH,PE-3N,561.0,DESPISTE,3.0,8.0,SATURDAY,0,0
PIURA,PE-1NL,1083.0,CHOQUE,18.0,8.0,SATURDAY,1,0
PUNO,PE-3S,1460.0,DESPISTE,15.0,8.0,SATURDAY,0,0
LIMA,PE-1S,5.0,CHOQUE,23.0,8.0,SUNDAY,1,1
PIURA,PE-1NJ,30.0,CHOQUE,6.0,8.0,SUNDAY,0,1
CAJAMARCA,PE-5N,35.0,DESPISTE,5.0,8.0,SUNDAY,0,0
HUANUCO,PE-18A,37.0,CHOQUE,12.0,8.0,SUNDAY,0,0
CAJAMARCA,PE-3N,45.0,DESPISTE,20.0,8.0,SUNDAY,1,0
JUNIN,PE-5S,58.0,CHOQUE,16.0,8.0,SUNDAY,0,1
LIMA,PE-1S,62.0,DESPISTE,18.0,8.0,SUNDAY,1,0
LIMA,PE-22,90.0,DESPISTE,18.0,8.0,SUNDAY,1,0
PASCO,PE-3N,94.0,DESPISTE,11.0,8.0,SUNDAY,0,0
JUNIN,PE-5S,114.0,CHOQUE,9.0,8.0,SUNDAY,0,0
LIMA,PE-1S,155.0,DESPISTE,6.0,8.0,SUNDAY,0,0
APURIMAC,PE-30A,433.0,DESPISTE,20.0,8.0,SUNDAY,1,0
SAN MARTIN,PE-5N,489.0,DESPISTE,17.0,8.0,SUNDAY,0,0
LA LIBERTAD,PE-1N,510.0,DESPISTE,12.0,8.0,SUNDAY,0,0
SAN MARTIN,PE-5N,634.0,ATROPELLO,20.0,8.0,SUNDAY,1,0
LA LIBERTAD,PE-1N,721.0,ATROPELLO,0.0,8.0,SUNDAY,0,1
AREQUIPA,PE-34E,3.0,DESPISTE,19.0,8.0,MONDAY,1,0
JUNIN,PE-3S,23.0,DESPISTE,8.0,8.0,MONDAY,0,0
ANCASH,PE-16,54.0,CHOQUE,3.0,8.0,MONDAY,0,0
JUNIN,PE-3N,86.0,CHOQUE,6.0,8.0,MONDAY,0,1
LIMA,PE-1S,91.0,DESPISTE,17.0,8.0,MONDAY,0,0
AREQUIPA,PE-34A,94.0,CHOQUE,23.0,8.0,MONDAY,1,0
LIMA,PE-1S,106.0,ATROPELLO,21.0,8.0,MONDAY,1,0
LIMA,PE-22,131.0,DESPISTE,7.0,8.0,MONDAY,0,0
PUNO,PE-34B,136.0,CHOQUE,21.0,8.0,MONDAY,1,1
JUNIN,PE-24,253.0,DESPISTE,12.0,8.0,MONDAY,0,1
PUNO,PE-36A,303.0,DESPISTE,13.0,8.0,MONDAY,0,0
ANCASH,PE-1N,389.0,CHOQUE,12.0,8.0,MONDAY,0,0
ICA,PE-1S,423.0,DESPISTE,7.0,8.0,MONDAY,0,0
MADRE DE DIOS,PE-30C,497.0,DESPISTE,6.0,8.0,MONDAY,0,0
AREQUIPA,PE-1S,649.0,CHOQUE,14.0,8.0,MONDAY,0,0
APURIMAC,PE-3S,652.0,CHOQUE,8.0,8.0,MONDAY,0,0
SAN MARTIN,PE-5N,715.0,DESPISTE,10.0,8.0,MONDAY,0,0
PIURA,PE-1N,994.0,DESPISTE,22.0,8.0,MONDAY,1,0
PUNO,PE-3S,1204.0,DESPISTE,13.0,8.0,MONDAY,0,0
CUSCO,PE-30C,2.0,CHOQUE,18.0,8.0,TUESDAY,1,0
LIMA,PE-1NA,8.0,ESPECIAL,17.0,8.0,TUESDAY,0,0
UCAYALI,PE-18C,14.0,ATROPELLO,20.0,8.0,TUESDAY,1,0
UCAYALI,PE-18C,14.0,CHOQUE,19.0,8.0,TUESDAY,1,0
JUNIN,PE-5S,14.0,DESPISTE,12.0,8.0,TUESDAY,0,0
LIMA,PE-1NE,15.0,ATROPELLO,19.0,8.0,TUESDAY,1,0
MOQUEGUA,PE-1SD,20.0,CHOQUE,14.0,8.0,TUESDAY,0,0
LIMA,PE-1NA,22.0,DESPISTE,1.0,8.0,TUESDAY,0,0
UCAYALI,PE-18C,31.0,CHOQUE,15.0,8.0,TUESDAY,0,0
JUNIN,PE-3S,33.0,DESPISTE,10.0,8.0,TUESDAY,0,0
CAJAMARCA,PE-08B,37.0,CHOQUE,16.0,8.0,TUESDAY,0,0
LIMA,PE-1S,88.0,ATROPELLO,20.0,8.0,TUESDAY,1,1
LAMBAYEQUE,PE-1NJ,120.0,CHOQUE,14.0,8.0,TUESDAY,0,0
LIMA,PE-22,131.0,CHOQUE,3.0,8.0,TUESDAY,0,0
LIMA,PE-1N,153.0,CHOQUE,23.0,8.0,TUESDAY,1,1
CAJAMARCA,PE-06A,160.0,DESPISTE,10.0,8.0,TUESDAY,0,0
APURIMAC,PE-30A,383.0,CHOQUE,14.0,8.0,TUESDAY,0,0
MADRE DE DIOS,PE-30C,411.0,DESPISTE,20.0,8.0,TUESDAY,1,0
AREQUIPA,PE-1S,600.0,CHOQUE,9.0,8.0,TUESDAY,0,0
AREQUIPA,PE-1S,607.0,DESPISTE,6.0,8.0,TUESDAY,0,0
AREQUIPA,PE-1S,633.0,CHOQUE,13.0,8.0,TUESDAY,0,0
LA LIBERTAD,PE-1N,654.0,CHOQUE,1.0,8.0,TUESDAY,0,0
SAN MARTIN,PE-5N,666.0,CHOQUE,7.0,8.0,TUESDAY,0,1
AREQUIPA,PE-1S,930.0,DESPISTE,5.0,8.0,TUESDAY,0,0
TACNA,PE-1S,1240.0,DESPISTE,10.0,8.0,TUESDAY,0,0
LIMA,PE-18,5.0,DESPISTE,5.0,8.0,WEDNESDAY,0,0
LIMA,PE-16,11.0,ESPECIAL,7.0,8.0,WEDNESDAY,0,0
LIMA,PE-1S,19.0,DESPISTE,11.0,8.0,WEDNESDAY,0,0
AMAZONAS,PE-08C,38.0,CHOQUE,19.0,8.0,WEDNESDAY,1,0
CAJAMARCA,PE-08,47.0,DESPISTE,4.0,8.0,WEDNESDAY,0,0
LIMA,PE-1N,47.0,CHOQUE,14.0,8.0,WEDNESDAY,0,1
LIMA,PE-22,89.0,DESPISTE,10.0,8.0,WEDNESDAY,0,0
PIURA,PE-1N,94.0,ATROPELLO,17.0,8.0,WEDNESDAY,0,0
TUMBES,PE-1N,208.0,CHOQUE,17.0,8.0,WEDNESDAY,0,0
AMAZONAS,PE-5N,295.0,CHOQUE,15.0,8.0,WEDNESDAY,0,0
ANCASH,PE-1N,344.0,DESPISTE,2.0,8.0,WEDNESDAY,0,0
PUNO,PE-36A,350.0,CHOQUE,10.0,8.0,WEDNESDAY,0,0
SAN MARTIN,PE-5N,519.0,CHOQUE,20.0,8.0,WEDNESDAY,1,0
LA LIBERTAD,PE-1N,710.0,CHOQUE,15.0,8.0,WEDNESDAY,0,0
AREQUIPA,PE-1S,1032.0,CHOQUE,9.0,8.0,WEDNESDAY,0,0
AREQUIPA,PE-1S,1034.0,CHOQUE,15.0,8.0,WEDNESDAY,0,0
AMAZONAS,PE-5NC,2.0,DESPISTE,7.0,8.0,THURSDAY,0,0
JUNIN,PE-5S,39.0,DESPISTE,10.0,8.0,THURSDAY,0,0
LIMA,PE-22,64.0,CHOQUE,4.0,8.0,THURSDAY,0,0
CUSCO,PE-28B,113.0,CHOQUE,15.0,8.0,THURSDAY,0,0
AREQUIPA,PE-34A,134.0,DESPISTE,9.0,8.0,THURSDAY,0,0
ANCASH,PE-1N,392.0,DESPISTE,14.0,8.0,THURSDAY,0,1
AREQUIPA,PE-1S,507.0,DESPISTE,14.0,8.0,THURSDAY,0,0
MADRE DE DIOS,PE-30C,556.0,DESPISTE,23.0,8.0,THURSDAY,1,0
SAN MARTIN,PE-5N,587.0,CHOQUE,10.0,8.0,THURSDAY,0,1
APURIMAC,PE-3S,801.0,DESPISTE,12.0,8.0,THURSDAY,0,0
AREQUIPA,PE-1S,1041.0,DESPISTE,5.0,8.0,THURSDAY,0,0
PIURA,PE-1NL,1058.0,DESPISTE,9.0,8.0,THURSDAY,0,1
PIURA,PE-02,31.0,DESPISTE,19.0,8.0,FRIDAY,1,0
LIMA,PE-22,41.0,DESPISTE,20.0,8.0,FRIDAY,1,0
LIMA,PE-1N,55.0,DESPISTE,8.0,8.0,FRIDAY,0,0
LIMA,PE-22,61.0,DESPISTE,23.0,8.0,FRIDAY,1,0
LIMA,PE-22,131.0,CHOQUE,12.0,8.0,FRIDAY,0,0
LIMA,PE-1N,161.0,CHOQUE,7.0,8.0,FRIDAY,0,0
PUNO,PE-34A,187.0,ESPECIAL,7.0,8.0,FRIDAY,0,0
PUNO,PE-34A,258.0,DESPISTE,21.0,8.0,FRIDAY,1,0
AMAZONAS,PE-08B,316.0,CHOQUE,16.0,8.0,FRIDAY,0,0
APURIMAC,PE-3SF,350.0,DESPISTE,12.0,8.0,FRIDAY,0,1
AREQUIPA,PE-1S,507.0,CHOQUE,22.0,8.0,FRIDAY,1,0
APURIMAC,PE-3S,702.0,DESPISTE,6.0,8.0,FRIDAY,0,0
PUNO,PE-3S,1488.0,ATROPELLO,20.0,8.0,FRIDAY,1,1
LORETO,LO-103,0.0,CHOQUE,22.0,8.0,SATURDAY,1,0
LIMA,PE-1N,1.0,ESPECIAL,6.0,8.0,SATURDAY,0,0
PIURA,PE-1N,14.0,CHOQUE,7.0,8.0,SATURDAY,0,0
ANCASH,PE-3NE,21.0,DESPISTE,9.0,8.0,SATURDAY,0,0
AREQUIPA,PE-34A,24.0,DESPISTE,12.0,8.0,SATURDAY,0,0
JUNIN,PE-3SA,26.0,CHOQUE,18.0,8.0,SATURDAY,1,0
JUNIN,PE-3S,30.0,DESPISTE,17.0,8.0,SATURDAY,0,0
LIMA,PE-1N,39.0,ATROPELLO,13.0,8.0,SATURDAY,0,0
LIMA,PE-22,43.0,DESPISTE,0.0,8.0,SATURDAY,0,1
ANCASH,AN-110,45.0,DESPISTE,5.0,8.0,SATURDAY,0,0
ANCASH,AN-110,45.0,DESPISTE,8.0,8.0,SATURDAY,0,0
TACNA,PE-1SD,46.0,DESPISTE,13.0,8.0,SATURDAY,0,0
LIMA,PE-1S,115.0,DESPISTE,4.0,8.0,SATURDAY,0,0
PASCO,PE-3N,137.0,DESPISTE,19.0,8.0,SATURDAY,1,1
LIMA,PE-1S,139.0,CHOQUE,21.0,8.0,SATURDAY,1,0
PUNO,PE-34A,233.0,DESPISTE,17.0,8.0,SATURDAY,0,0
PUNO,PE-34B,239.0,DESPISTE,12.0,8.0,SATURDAY,0,1
PUNO,PE-34B,247.0,CHOQUE,15.0,8.0,SATURDAY,0,0
SAN MARTIN,PE-5N,503.0,CHOQUE,11.0,8.0,SATURDAY,0,0
TACNA,PE-1S,1220.0,DESPISTE,13.0,8.0,SATURDAY,0,0
TACNA,PE-1S,1273.0,CHOQUE,21.0,8.0,SATURDAY,1,0
LA LIBERTAD,PE-1NF,5.0,CHOQUE,11.0,8.0,SUNDAY,0,1
AREQUIPA,AR-109,12.0,DESPISTE,18.0,8.0,SUNDAY,1,0
LA LIBERTAD,PE-10A,16.0,CHOQUE,9.0,8.0,SUNDAY,0,0
ANCASH,PE-14,17.0,DESPISTE,6.0,8.0,SUNDAY,0,0
LIMA,PE-16,19.0,CHOQUE,11.0,8.0,SUNDAY,0,0
CAJAMARCA,PE-3N,23.0,CHOQUE,13.0,8.0,SUNDAY,0,0
JUNIN,PE-3S,32.0,CHOQUE,12.0,8.0,SUNDAY,0,1
UCAYALI,PE-18C,34.0,CHOQUE,22.0,8.0,SUNDAY,1,0
JUNIN,PE-3SA,35.0,CHOQUE,10.0,8.0,SUNDAY,0,1
TACNA,PE-1SD,70.0,ESPECIAL,13.0,8.0,SUNDAY,0,0
JUNIN,PE-3S,76.0,DESPISTE,9.0,8.0,SUNDAY,0,0
ANCASH,PE-16,97.0,DESPISTE,20.0,8.0,SUNDAY,1,0
ANCASH,PE-16,117.0,DESPISTE,16.0,8.0,SUNDAY,0,0
LIMA,PE-1S,165.0,DESPISTE,21.0,8.0,SUNDAY,1,0
CAJAMARCA,PE-5N,189.0,DESPISTE,11.0,8.0,SUNDAY,0,0
ICA,PE-1S,199.0,DESPISTE,15.0,8.0,SUNDAY,0,0
LIMA,PE-1N,216.0,DESPISTE,10.0,8.0,SUNDAY,0,0
AMAZONAS,PE-5N,277.0,DESPISTE,15.0,8.0,SUNDAY,0,0
PIURA,PE-1N,943.0,CHOQUE,13.0,8.0,SUNDAY,0,0
AREQUIPA,PE-1S,976.0,CHOQUE,6.0,8.0,SUNDAY,0,1
PUNO,PE-3S,1182.0,DESPISTE,4.0,8.0,SUNDAY,0,0
PUNO,PE-3S,1368.0,ATROPELLO,21.0,8.0,SUNDAY,1,1
LIMA,PE-16,2.0,DESPISTE,11.0,8.0,MONDAY,0,0
LORETO,LO-103,4.0,CHOQUE,17.0,8.0,MONDAY,0,0
CAJAMARCA,PE-08A,4.0,DESPISTE,5.0,8.0,MONDAY,0,0
JUNIN,PE-3SA,5.0,DESPISTE,20.0,8.0,MONDAY,1,0
JUNIN,PE-3S,13.0,DESPISTE,8.0,8.0,MONDAY,0,0
AMAZONAS,AM-103,13.0,DESPISTE,4.0,8.0,MONDAY,0,1
PIURA,PE-1NN,44.0,CHOQUE,12.0,8.0,MONDAY,0,1
JUNIN,PE-3N,45.0,DESPISTE,4.0,8.0,MONDAY,0,1
LIMA,PE-1N,48.0,ATROPELLO,11.0,8.0,MONDAY,0,0
CUSCO,PE-28B,65.0,CHOQUE,15.0,8.0,MONDAY,0,0
LIMA,PE-22,65.0,DESPISTE,20.0,8.0,MONDAY,1,0
HUANUCO,PE-18A,65.0,CHOQUE,14.0,8.0,MONDAY,0,0
LAMBAYEQUE,PE-1NJ,90.0,CHOQUE,5.0,8.0,MONDAY,0,0
LIMA,PE-1N,104.0,CHOQUE,14.0,8.0,MONDAY,0,0
JUNIN,PE-22,142.0,DESPISTE,19.0,8.0,MONDAY,1,0
ANCASH,PE-3N,164.0,CHOQUE,21.0,8.0,MONDAY,1,0
PIURA,PE-1NJ,167.0,CHOQUE,13.0,8.0,MONDAY,0,1
MADRE DE DIOS,PE-30C,319.0,CHOQUE,8.0,8.0,MONDAY,0,0
ANCASH,PE-1N,338.0,CHOQUE,10.0,8.0,MONDAY,0,0
MADRE DE DIOS,PE-30C,340.0,CHOQUE,11.0,8.0,MONDAY,0,0
SAN MARTIN,PE-5N,379.0,DESPISTE,1.0,8.0,MONDAY,0,0
MADRE DE DIOS,PE-30C,390.0,CHOQUE,8.0,8.0,MONDAY,0,1
ANCASH,PE-1N,423.0,CHOQUE,0.0,8.0,MONDAY,0,0
LA LIBERTAD,PE-1N,504.0,CHOQUE,17.0,8.0,MONDAY,0,0
LA LIBERTAD,PE-1N,631.0,CHOQUE,7.0,8.0,MONDAY,0,0
AREQUIPA,PE-1S,895.0,CHOQUE,18.0,8.0,MONDAY,1,1
PIURA,PE-1NL,1117.0,DESPISTE,12.0,8.0,MONDAY,0,1
PUNO,PE-3S,1373.0,CHOQUE,13.0,8.0,MONDAY,0,0
PIURA,PE-1N,18.0,CHOQUE,20.0,8.0,TUESDAY,1,0
LIMA,PE-1S,27.0,DESPISTE,8.0,8.0,TUESDAY,0,0
LIMA,PE-22,72.0,DESPISTE,4.0,8.0,TUESDAY,0,1
PASCO,PE-3N,144.0,CHOQUE,20.0,8.0,TUESDAY,1,0
CUSCO,PE-28B,177.0,DESPISTE,19.0,8.0,TUESDAY,1,0
TUMBES,PE-1N,195.0,DESPISTE,17.0,8.0,TUESDAY,0,0
ICA,PE-1S,212.0,DESPISTE,7.0,8.0,TUESDAY,0,0
MADRE DE DIOS,PE-30C,283.0,VOLCADURA,0.0,8.0,TUESDAY,0,0
AYACUCHO,PE-3S,347.0,DESPISTE,17.0,8.0,TUESDAY,0,0
APURIMAC,PE-30A,430.0,CHOQUE,13.0,8.0,TUESDAY,0,0
SAN MARTIN,PE-5N,576.0,DESPISTE,17.0,8.0,TUESDAY,0,0
LA LIBERTAD,PE-1N,733.0,DESPISTE,18.0,8.0,TUESDAY,1,0
AREQUIPA,PE-1S,1046.0,CHOQUE,9.0,8.0,TUESDAY,0,0
PUNO,PE-3S,1292.0,CHOQUE,19.0,8.0,TUESDAY,1,0
UCAYALI,PE-18C,13.0,CHOQUE,22.0,9.0,WEDNESDAY,1,0
MOQUEGUA,PE-36,26.0,ESPECIAL,19.0,9.0,WEDNESDAY,1,0
JUNIN,PE-3N,56.0,VOLCADURA,3.0,9.0,WEDNESDAY,0,0
LIMA,PE-1N,60.0,DESPISTE,11.0,9.0,WEDNESDAY,0,0
PIURA,PE-3N,65.0,DESPISTE,19.0,9.0,WEDNESDAY,1,0
CAJAMARCA,PE-3N,84.0,DESPISTE,11.0,9.0,WEDNESDAY,0,0
LIMA,PE-22,94.0,DESPISTE,5.0,9.0,WEDNESDAY,0,0
LIMA,PE-1S,140.0,DESPISTE,14.0,9.0,WEDNESDAY,0,1
ANCASH,PE-1N,231.0,CHOQUE,9.0,9.0,WEDNESDAY,0,1
ANCASH,PE-1N,242.0,DESPISTE,8.0,9.0,WEDNESDAY,0,0
ANCASH,PE-1N,285.0,DESPISTE,7.0,9.0,WEDNESDAY,0,0
AMAZONAS,PE-08B,327.0,CHOQUE,9.0,9.0,WEDNESDAY,0,0
HUANUCO,PE-5N,523.0,ESPECIAL,7.0,9.0,WEDNESDAY,0,1
LA LIBERTAD,PE-1N,529.0,CHOQUE,6.0,9.0,WEDNESDAY,0,0
SAN MARTIN,PE-5N,596.0,CHOQUE,9.0,9.0,WEDNESDAY,0,0
MADRE DE DIOS,PE-30C,613.0,DESPISTE,18.0,9.0,WEDNESDAY,1,0
SAN MARTIN,PE-5N,637.0,CHOQUE,13.0,9.0,WEDNESDAY,0,0
AREQUIPA,PE-1S,951.0,CHOQUE,9.0,9.0,WEDNESDAY,0,0
AREQUIPA,PE-1S,1076.0,CHOQUE,9.0,9.0,WEDNESDAY,0,0
CAJAMARCA,PE-08A,14.0,DESPISTE,17.0,9.0,THURSDAY,0,0
LIMA,PE-1S,29.0,DESPISTE,10.0,9.0,THURSDAY,0,0
LIMA,PE-22,52.0,DESPISTE,5.0,9.0,THURSDAY,0,0
LA LIBERTAD,PE-10A,63.0,DESPISTE,11.0,9.0,THURSDAY,0,0
LIMA,PE-22,65.0,DESPISTE,6.0,9.0,THURSDAY,0,0
LIMA,PE-1N,71.0,CHOQUE,22.0,9.0,THURSDAY,1,0
PASCO,PE-3N,136.0,CHOQUE,0.0,9.0,THURSDAY,0,0
ANCASH,PE-1N,241.0,DESPISTE,0.0,9.0,THURSDAY,0,0
PUNO,PE-34B,321.0,CHOQUE,7.0,9.0,THURSDAY,0,0
LA LIBERTAD,PE-1N,732.0,CHOQUE,19.0,9.0,THURSDAY,1,0
LAMBAYEQUE,PE-1N,856.0,ATROPELLO,18.0,9.0,THURSDAY,1,0
AREQUIPA,PE-1S,991.0,DESPISTE,6.0,9.0,THURSDAY,0,0
MOQUEGUA,PE-1S,1177.0,DESPISTE,11.0,9.0,THURSDAY,0,0
JUNIN,PE-5N,15.0,ESPECIAL,17.0,9.0,FRIDAY,0,0
TACNA,PE-1SD,43.0,CHOQUE,6.0,9.0,FRIDAY,0,1
LIMA,PE-22,59.0,DESPISTE,6.0,9.0,FRIDAY,0,0
LIMA,PE-22,109.0,CHOQUE,17.0,9.0,FRIDAY,0,0
ANCASH,PE-1N,231.0,ATROPELLO,23.0,9.0,FRIDAY,1,1
ANCASH,PE-1N,252.0,DESPISTE,15.0,9.0,FRIDAY,0,0
ANCASH,PE-1N,418.0,CHOQUE,23.0,9.0,FRIDAY,1,0
SAN MARTIN,PE-5N,461.0,CHOQUE,22.0,9.0,FRIDAY,1,0
LA LIBERTAD,PE-1N,715.0,DESPISTE,15.0,9.0,FRIDAY,0,0
CUSCO,PE-3S,964.0,CHOQUE,5.0,9.0,FRIDAY,0,0
LIMA,PE-1NA,18.0,DESPISTE,2.0,9.0,SATURDAY,0,0
MOQUEGUA,PE-1SD,24.0,CHOQUE,23.0,9.0,SATURDAY,1,0
AMAZONAS,PE-08C,33.0,DESPISTE,14.0,9.0,SATURDAY,0,0
CAJAMARCA,PE-3N,33.0,CHOQUE,10.0,9.0,SATURDAY,0,0
LIMA,PE-22,49.0,CHOQUE,17.0,9.0,SATURDAY,0,0
LIMA,PE-22,54.0,CHOQUE,17.0,9.0,SATURDAY,0,0
LAMBAYEQUE,PE-1NJ,62.0,DESPISTE,6.0,9.0,SATURDAY,0,0
CAJAMARCA,PE-08B,67.0,CHOQUE,14.0,9.0,SATURDAY,0,0
ICA,PE-1S,208.0,CHOQUE,5.0,9.0,SATURDAY,0,0
PUNO,PE-34B,275.0,ATROPELLO,19.0,9.0,SATURDAY,1,0
MADRE DE DIOS,PE-30C,331.0,CHOQUE,2.0,9.0,SATURDAY,0,0
ANCASH,AN-110,6.0,DESPISTE,23.0,9.0,SUNDAY,1,0
CAJAMARCA,PE-5N,8.0,DESPISTE,23.0,9.0,SUNDAY,1,0
MOQUEGUA,PE-1SD,15.0,CHOQUE,21.0,9.0,SUNDAY,1,0
JUNIN,PE-3S,18.0,CHOQUE,16.0,9.0,SUNDAY,0,0
LIMA,PE-1NA,22.0,ATROPELLO,21.0,9.0,SUNDAY,1,0
ANCASH,PE-14,36.0,CHOQUE,22.0,9.0,SUNDAY,1,0
AMAZONAS,PE-08B,42.0,CHOQUE,20.0,9.0,SUNDAY,1,0
LAMBAYEQUE,PE-1NJ,53.0,ATROPELLO,20.0,9.0,SUNDAY,1,0
AREQUIPA,AR-105,57.0,DESPISTE,2.0,9.0,SUNDAY,0,0
HUANUCO,PE-18A,58.0,CHOQUE,19.0,9.0,SUNDAY,1,0
LIMA,PE-18,63.0,CHOQUE,17.0,9.0,SUNDAY,0,0
LIMA,PE-1N,74.0,CHOQUE,13.0,9.0,SUNDAY,0,0
HUANUCO,PE-18A,95.0,CHOQUE,18.0,9.0,SUNDAY,1,0
LIMA,PE-22,108.0,DESPISTE,2.0,9.0,SUNDAY,0,0
ANCASH,PE-3N,161.0,CHOQUE,16.0,9.0,SUNDAY,0,0
HUANCAVELICA,PE-3S,183.0,DESPISTE,15.0,9.0,SUNDAY,0,0
PUNO,PE-34A,195.0,DESPISTE,18.0,9.0,SUNDAY,1,0
AMAZONAS,PE-5N,226.0,CHOQUE,17.0,9.0,SUNDAY,0,0
ANCASH,PE-1N,327.0,CHOQUE,14.0,9.0,SUNDAY,0,0
AMAZONAS,PE-08B,328.0,DESPISTE,6.0,9.0,SUNDAY,0,0
LA LIBERTAD,PE-1N,523.0,CHOQUE,22.0,9.0,SUNDAY,1,0
SAN MARTIN,PE-5N,611.0,DESPISTE,12.0,9.0,SUNDAY,0,0
ANCASH,PE-3N,658.0,CHOQUE,13.0,9.0,SUNDAY,0,0
LA LIBERTAD,PE-1N,732.0,CHOQUE,22.0,9.0,SUNDAY,1,1
HUANCAVELICA,PE-3SD,28.0,DESPISTE,14.0,9.0,MONDAY,0,0
PASCO,PE-5N,37.0,DESPISTE,7.0,9.0,MONDAY,0,0
AREQUIPA,PE-34,39.0,DESPISTE,6.0,9.0,MONDAY,0,0
LIMA,PE-1N,39.0,DESPISTE,18.0,9.0,MONDAY,1,0
LIMA,PE-1N,64.0,CHOQUE,7.0,9.0,MONDAY,0,0
PIURA,PE-02A,65.0,DESPISTE,4.0,9.0,MONDAY,0,0
LIMA,PE-1N,68.0,DESPISTE,12.0,9.0,MONDAY,0,0
HUANUCO,PE-18A,73.0,CHOQUE,14.0,9.0,MONDAY,0,0
LIMA,PE-1N,92.0,ATROPELLO,8.0,9.0,MONDAY,0,0
ANCASH,PE-16,112.0,DESPISTE,1.0,9.0,MONDAY,0,0
LIMA,PE-1S,115.0,DESPISTE,19.0,9.0,MONDAY,1,0
JUNIN,PE-5S,129.0,ATROPELLO,21.0,9.0,MONDAY,1,0
LIMA,PE-1N,203.0,CHOQUE,6.0,9.0,MONDAY,0,0
PUNO,PE-34A,237.0,DESPISTE,6.0,9.0,MONDAY,0,0
