departamento,codigo_via,kilometro,modalidad,hora_siniestro,mes,dia_semana,es_noche,fatal
SAN MARTIN,PE-5N,565.0,DESPISTE,12.0,1.0,SATURDAY,0,0
MOQUEGUA,PE-1S,1095.0,DESPISTE,20.0,1.0,SATURDAY,1,0
LIMA,PE-20,8.0,ATROPELLO,20.0,1.0,SUNDAY,1,1
LIMA,PE-16,12.0,ESPECIAL,6.0,1.0,SUNDAY,0,0
PUNO,PE-34H,12.0,DESPISTE,19.0,1.0,SUNDAY,1,0
MOQUEGUA,PE-36,41.0,CHOQUE,13.0,1.0,SUNDAY,0,0
HUANUCO,PE-18A,93.0,DESPISTE,23.0,1.0,SUNDAY,1,0
PASCO,PE-3N,96.0,CHOQUE,21.0,1.0,SUNDAY,1,0
UCAYALI,PE-5N,148.0,CHOQUE,19.0,1.0,SUNDAY,1,1
AREQUIPA,PE-34A,151.0,CHOQUE,21.0,1.0,SUNDAY,1,0
LIMA,PE-1N,169.0,DESPISTE,4.0,1.0,SUNDAY,0,0
LIMA,PE-1N,169.0,DESPISTE,4.0,1.0,SUNDAY,0,0
JUNIN,PE-24,279.0,DESPISTE,19.0,1.0,SUNDAY,1,0
ANCASH,PE-1N,292.0,DESPISTE,7.0,1.0,SUNDAY,0,0
MADRE DE DIOS,PE-30C,322.0,CHOQUE,6.0,1.0,SUNDAY,0,0
UCAYALI,PE-5N,391.0,CHOQUE,18.0,1.0,SUNDAY,1,1
AREQUIPA,PE-34,0.0,CHOQUE,9.0,1.0,MONDAY,0,0
UCAYALI,PE-18C,15.0,CHOQUE,15.0,1.0,MONDAY,0,0
CAJAMARCA,PE-3N,20.0,DESPISTE,17.0,1.0,MONDAY,0,0
JUNIN,PE-3SA,27.0,DESPISTE,6.0,1.0,MONDAY,0,0
LA LIBERTAD,PE-10A,30.0,CHOQUE,21.0,1.0,MONDAY,1,0
LIMA,PE-22,47.0,DESPISTE,15.0,1.0,MONDAY,0,0
LIMA,PE-1N,83.0,CHOQUE,13.0,1.0,MONDAY,0,0
CUSCO,PE-28F,106.0,CHOQUE,18.0,1.0,MONDAY,1,0
CAJAMARCA,PE-08,121.0,DESPISTE,18.0,1.0,MONDAY,1,0
CAJAMARCA,PE-08,161.0,CHOQUE,15.0,1.0,MONDAY,0,0
ANCASH,PE-1N,326.0,DESPISTE,0.0,1.0,MONDAY,0,0
AMAZONAS,PE-5N,372.0,DESPISTE,4.0,1.0,MONDAY,0,0
MADRE DE DIOS,PE-5S,403.0,CHOQUE,21.0,1.0,MONDAY,1,0
APURIMAC,PE-3S,586.0,CHOQUE,7.0,1.0,MONDAY,0,0
LAMBAYEQUE,PE-1N,824.0,DESPISTE,19.0,1.0,MONDAY,1,0
LAMBAYEQUE,PE-1N,846.0,CHOQUE,19.0,1.0,MONDAY,1,0
AREQUIPA,PE-1S,973.0,CHOQUE,9.0,1.0,MONDAY,0,0
CUSCO,PE-3S,1002.0,CHOQUE,7.0,1.0,MONDAY,0,0
AREQUIPA,PE-1S,1022.0,DESPISTE,8.0,1.0,MONDAY,0,0
UCAYALI,PE-18C,17.0,CHOQUE,18.0,1.0,TUESDAY,1,0
LIMA,PE-22,69.0,DESPISTE,9.0,1.0,TUESDAY,0,0
LIMA,PE-1S,127.0,DESPISTE,5.0,1.0,TUESDAY,0,0
ICA,PE-1S,230.0,ATROPELLO,7.0,1.0,TUESDAY,0,0
ANCASH,PE-1N,408.0,DESPISTE,19.0,1.0,TUESDAY,1,0
LA LIBERTAD,PE-1N,514.0,CHOQUE,17.0,1.0,TUESDAY,0,0
LAMBAYEQUE,PE-1N,751.0,DESPISTE,18.0,1.0,TUESDAY,1,0
CUSCO,CU-105,,VOLCADURA,16.0,1.0,TUESDAY,0,0
LA LIBERTAD,PE-10A,2.0,DESPISTE,15.0,1.0,WEDNESDAY,0,0
UCAYALI,PE-18C,27.0,DESPISTE,17.0,1.0,WEDNESDAY,0,0
CUSCO,PE-28F,38.0,CHOQUE,7.0,1.0,WEDNESDAY,0,0
ANCASH,PE-12A,49.0,DESPISTE,18.0,1.0,WEDNESDAY,1,0
LAMBAYEQUE,PE-1NJ,95.0,CHOQUE,21.0,1.0,WEDNESDAY,1,0
UCAYALI,PE-5N,137.0,ESPECIAL,16.0,1.0,WEDNESDAY,0,0
AREQUIPA,PE-1S,597.0,DESPISTE,9.0,1.0,WEDNESDAY,0,0
AREQUIPA,PE-1S,664.0,DESPISTE,15.0,1.0,WEDNESDAY,0,0
PUNO,PE-3S,1368.0,CHOQUE,17.0,1.0,WEDNESDAY,0,0
JUNIN,PE-22B,26.0,CHOQUE,18.0,1.0,THURSDAY,1,0
LIMA,PE-22,56.0,CHOQUE,21.0,1.0,THURSDAY,1,0
AYACUCHO,PE-30A,79.0,CHOQUE,2.0,1.0,THURSDAY,0,0
CUSCO,PE-28B,117.0,CHOQUE,10.0,1.0,THURSDAY,0,0
AYACUCHO,PE-34A,128.0,CHOQUE,14.0,1.0,THURSDAY,0,0
LIMA,PE-1N,140.0,DESPISTE,10.0,1.0,THURSDAY,0,0
JUNIN,PE-22,141.0,DESPISTE,6.0,1.0,THURSDAY,0,0
LIMA,PE-1S,148.0,DESPISTE,14.0,1.0,THURSDAY,0,0
JUNIN,PE-22,167.0,DESPISTE,16.0,1.0,THURSDAY,0,0
LIMA,PE-1N,187.0,CHOQUE,6.0,1.0,THURSDAY,0,0
ICA,PE-1S,289.0,DESPISTE,21.0,1.0,THURSDAY,1,0
PIURA,PE-1N,952.0,CHOQUE,16.0,1.0,THURSDAY,0,1
UCAYALI,PE-18C,17.0,CHOQUE,16.0,1.0,FRIDAY,0,0
LIMA,PE-1NE,32.0,DESPISTE,7.0,1.0,FRIDAY,0,0
CAJAMARCA,PE-08B,95.0,DESPISTE,4.0,1.0,FRIDAY,0,0
LIMA,PE-1N,133.0,DESPISTE,11.0,1.0,FRIDAY,0,0
PASCO,PE-3N,136.0,DESPISTE,9.0,1.0,FRIDAY,0,0
PASCO,PE-3N,136.0,DESPISTE,9.0,1.0,FRIDAY,0,0
PUNO,PE-34A,255.0,CHOQUE,12.0,1.0,FRIDAY,0,1
MADRE DE DIOS,PE-30C,264.0,ATROPELLO,21.0,1.0,FRIDAY,1,0
ANCASH,PE-1N,349.0,DESPISTE,11.0,1.0,FRIDAY,0,0
ANCASH,PE-1N,349.0,DESPISTE,16.0,1.0,FRIDAY,0,0
LAMBAYEQUE,PE-1N,769.0,ATROPELLO,7.0,1.0,FRIDAY,0,0
AREQUIPA,PE-1S,773.0,CHOQUE,21.0,1.0,FRIDAY,1,0
LAMBAYEQUE,PE-1N,870.0,DESPISTE,16.0,1.0,FRIDAY,0,0
PUNO,PE-3S,1284.0,DESPISTE,23.0,1.0,FRIDAY,1,1
HUANCAVELICA,PE-3SD,7.0,CHOQUE,11.0,1.0,SATURDAY,0,0
PUNO,PE-34B,13.0,DESPISTE,16.0,1.0,SATURDAY,0,0
LIMA,PE-16,14.0,DESPISTE,13.0,1.0,SATURDAY,0,0
ANCASH,PE-3N,16.0,CHOQUE,17.0,1.0,SATURDAY,0,0
ANCASH,PE-3N,22.0,DESPISTE,9.0,1.0,SATURDAY,0,0
MOQUEGUA,PE-1SD,26.0,CHOQUE,7.0,1.0,SATURDAY,0,0
PIURA,PE-1N,28.0,DESPISTE,22.0,1.0,SATURDAY,1,1
JUNIN,PE-3S,32.0,CHOQUE,11.0,1.0,SATURDAY,0,0
JUNIN,PE-3S,36.0,DESPISTE,11.0,1.0,SATURDAY,0,0
LIMA,PE-1S,37.0,DESPISTE,22.0,1.0,SATURDAY,1,0
AMAZONAS,PE-08C,38.0,DESPISTE,7.0,1.0,SATURDAY,0,0
LIMA,PE-1N,48.0,DESPISTE,14.0,1.0,SATURDAY,0,0
JUNIN,PE-22B,56.0,CHOQUE,6.0,1.0,SATURDAY,0,0
LIMA,PE-22,99.0,ESPECIAL,2.0,1.0,SATURDAY,0,0
CUSCO,PE-28B,116.0,CHOQUE,12.0,1.0,SATURDAY,0,1
LIMA,PE-1N,136.0,CHOQUE,2.0,1.0,SATURDAY,0,0
LIMA,PE-1N,143.0,ATROPELLO,5.0,1.0,SATURDAY,0,0
LIMA,PE-1S,155.0,DESPISTE,6.0,1.0,SATURDAY,0,0
MADRE DE DIOS,PE-30C,324.0,DESPISTE,23.0,1.0,SATURDAY,1,0
ANCASH,PE-1N,414.0,CHOQUE,15.0,1.0,SATURDAY,0,0
SAN MARTIN,PE-5N,586.0,CHOQUE,5.0,1.0,SATURDAY,0,1
AREQUIPA,PE-1S,623.0,DESPISTE,11.0,1.0,SATURDAY,0,0
ANCASH,PE-3N,636.0,CHOQUE,11.0,1.0,SATURDAY,0,0
LAMBAYEQUE,PE-1N,835.0,DESPISTE,12.0,1.0,SATURDAY,0,0
CUSCO,PE-3S,1000.0,CHOQUE,16.0,1.0,SATURDAY,0,0
CUSCO,PE-3S,1000.0,CHOQUE,16.0,1.0,SATURDAY,0,0
TACNA,PE-1SD,15.0,ATROPELLO,7.0,1.0,SUNDAY,0,0
ICA,PE-26,23.0,DESPISTE,14.0,1.0,SUNDAY,0,0
CAJAMARCA,PE-3N,60.0,CHOQUE,18.0,1.0,SUNDAY,1,0
CAJAMARCA,PE-08,81.0,CHOQUE,6.0,1.0,SUNDAY,0,0
JUNIN,PE-3S,99.0,ATROPELLO,11.0,1.0,SUNDAY,0,0
LIMA,PE-1S,108.0,DESPISTE,21.0,1.0,SUNDAY,1,0
ICA,PE-1S,210.0,CHOQUE,4.0,1.0,SUNDAY,0,0
ICA,PE-1S,210.0,CHOQUE,4.0,1.0,SUNDAY,0,0
APURIMAC,PE-30A,283.0,CHOQUE,14.0,1.0,SUNDAY,0,0
SAN MARTIN,PE-5N,479.0,CHOQUE,4.0,1.0,SUNDAY,0,0
SAN MARTIN,PE-5N,736.0,DESPISTE,8.0,1.0,SUNDAY,0,0
AREQUIPA,PE-34A,5.0,DESPISTE,19.0,2.0,MONDAY,1,0
ANCASH,PE-16,76.0,CHOQUE,22.0,2.0,MONDAY,1,0
LIMA,PE-1S,80.0,ESPECIAL,22.0,2.0,MONDAY,1,0
LIMA,PE-1S,84.0,DESPISTE,1.0,2.0,MONDAY,0,0
SAN MARTIN,PE-5N,85.0,CHOQUE,17.0,2.0,MONDAY,0,0
AYACUCHO,PE-3N,130.0,DESPISTE,7.0,2.0,MONDAY,0,0
PIURA,PE-1NJ,191.0,ESPECIAL,17.0,2.0,MONDAY,0,0
MADRE DE DIOS,PE-30C,282.0,CHOQUE,16.0,2.0,MONDAY,0,0
MADRE DE DIOS,PE-30C,459.0,DESPISTE,14.0,2.0,MONDAY,0,0
LAMBAYEQUE,PE-1N,807.0,CHOQUE,16.0,2.0,MONDAY,0,0
AREQUIPA,PE-1S,929.0,CHOQUE,7.0,2.0,MONDAY,0,0
PIURA,PE-1N,987.0,CHOQUE,21.0,2.0,MONDAY,1,1
PIURA,PE-1N,1035.0,CHOQUE,8.0,2.0,MONDAY,0,0
N.I.,N.I.,2.0,CHOQUE,19.0,2.0,TUESDAY,1,0
AREQUIPA,PE-3N,3.0,CHOQUE,8.0,2.0,TUESDAY,0,0
JUNIN,PE-22B,3.0,DESPISTE,9.0,2.0,TUESDAY,0,0
PUNO,PE-34H,6.0,CHOQUE,20.0,2.0,TUESDAY,1,0
HUANCAVELICA,PE-26B,7.0,DESPISTE,12.0,2.0,TUESDAY,0,0
UCAYALI,PE-18C,48.0,ATROPELLO,19.0,2.0,TUESDAY,1,1
MADRE DE DIOS,PE-30C,317.0,DESPISTE,2.0,2.0,TUESDAY,0,0
AREQUIPA,PE-1S,516.0,CHOQUE,9.0,2.0,TUESDAY,0,0
MOQUEGUA,PE-1S,1145.0,CHOQUE,18.0,2.0,TUESDAY,1,0
CAJAMARCA,PE-5N,0.0,ATROPELLO,20.0,2.0,WEDNESDAY,1,0
ANCASH,PE-3N,10.0,ESPECIAL,23.0,2.0,WEDNESDAY,1,0
JUNIN,PE-5S,36.0,CHOQUE,18.0,2.0,WEDNESDAY,1,0
TACNA,PE-1SD,44.0,DESPISTE,12.0,2.0,WEDNESDAY,0,0
LIMA,PE-1S,48.0,DESPISTE,7.0,2.0,WEDNESDAY,0,0
AREQUIPA,PE-34A,61.0,DESPISTE,17.0,2.0,WEDNESDAY,0,0
HUANCAVELICA,PE-26,135.0,DESPISTE,17.0,2.0,WEDNESDAY,0,0
LAMBAYEQUE,PE-1N,145.0,DESPISTE,5.0,2.0,WEDNESDAY,0,0
CUSCO,PE-28B,158.0,CHOQUE,10.0,2.0,WEDNESDAY,0,0
AREQUIPA,PE-34A,179.0,DESPISTE,17.0,2.0,WEDNESDAY,0,0
CAJAMARCA,PE-5N,184.0,DESPISTE,23.0,2.0,WEDNESDAY,1,0
APURIMAC,PE-3S,814.0,CHOQUE,11.0,2.0,WEDNESDAY,0,0
JUNIN,PE-3N,23.0,CHOQUE,16.0,2.0,THURSDAY,0,0
LIMA,PE-1S,25.0,DESPISTE,4.0,2.0,THURSDAY,0,0
LIMA,PE-1S,34.0,DESPISTE,5.0,2.0,THURSDAY,0,0
CUSCO,PE-28B,105.0,DESPISTE,10.0,2.0,THURSDAY,0,0
CUSCO,PE-28B,183.0,CHOQUE,18.0,2.0,THURSDAY,1,0
AYACUCHO,PE-28A,225.0,DESPISTE,5.0,2.0,THURSDAY,0,0
SAN MARTIN,PE-5N,597.0,DESPISTE,15.0,2.0,THURSDAY,0,0
LA LIBERTAD,PE-1N,617.0,VOLCADURA,15.0,2.0,THURSDAY,0,0
SAN MARTIN,PE-5N,758.0,DESPISTE,12.0,2.0,THURSDAY,0,0
AREQUIPA,PE-34C,7.0,DESPISTE,17.0,2.0,FRIDAY,0,0
AREQUIPA,PE-34C,10.0,CHOQUE,18.0,2.0,FRIDAY,1,0
AREQUIPA,PE-34E,13.0,DESPISTE,15.0,2.0,FRIDAY,0,0
JUNIN,PE-3S,22.0,CHOQUE,7.0,2.0,FRIDAY,0,0
JUNIN,PE-3S,22.0,DESPISTE,23.0,2.0,FRIDAY,1,0
ANCASH,PE-16,100.0,VOLCADURA,16.0,2.0,FRIDAY,0,0
ANCASH,PE-14,100.0,VOLCADURA,16.0,2.0,FRIDAY,0,0
LIMA,PE-22,112.0,DESPISTE,14.0,2.0,FRIDAY,0,0
ICA,PE-1S,278.0,CHOQUE,12.0,2.0,FRIDAY,0,0
APURIMAC,PE-30A,308.0,DESPISTE,3.0,2.0,FRIDAY,0,0
AREQUIPA,PE-1S,732.0,CHOQUE,12.0,2.0,FRIDAY,0,0
AREQUIPA,PE-1S,999.0,CHOQUE,12.0,2.0,FRIDAY,0,0
LA LIBERTAD,N.I.,0.0,DESPISTE,1.0,2.0,SATURDAY,0,0
LORETO,LO-103,6.0,DESPISTE,20.0,2.0,SATURDAY,1,0
LIMA,PE-1S,18.0,DESPISTE,17.0,2.0,SATURDAY,0,0
LIMA,PE-22,22.0,DESPISTE,1.0,2.0,SATURDAY,0,0
LIMA,PE-1S,28.0,DESPISTE,10.0,2.0,SATURDAY,0,0
CAJAMARCA,PE-08B,85.0,CHOQUE,18.0,2.0,SATURDAY,1,0
LIMA,PE-1S,150.0,CHOQUE,4.0,2.0,SATURDAY,0,1
JUNIN,PE-22,160.0,DESPISTE,20.0,2.0,SATURDAY,1,0
PIURA,PE-1N,1025.0,DESPISTE,23.0,2.0,SATURDAY,1,0
LAMBAYEQUE,PE-1NJ,1338.0,CHOQUE,20.0,2.0,SATURDAY,1,0
PUNO,PE-3S,1338.0,CHOQUE,20.0,2.0,SATURDAY,1,0
PUNO,PE-3S,1338.0,CHOQUE,20.0,2.0,SATURDAY,1,0
ICA,PE-1SG,11.0,DESPISTE,9.0,2.0,SUNDAY,0,0
LIMA,PE-18,41.0,DESPISTE,13.0,2.0,SUNDAY,0,0
LIMA,PE-22,53.0,DESPISTE,6.0,2.0,SUNDAY,0,0
LAMBAYEQUE,PE-1NJ,68.0,DESPISTE,1.0,2.0,SUNDAY,0,0
LIMA,PE-22,100.0,CHOQUE,13.0,2.0,SUNDAY,0,0
ICA,PE-1S,184.0,CHOQUE,4.0,2.0,SUNDAY,0,0
ICA,PE-1S,294.0,CHOQUE,11.0,2.0,SUNDAY,0,1
AREQUIPA,PE-1S,609.0,DESPISTE,0.0,2.0,SUNDAY,0,0
AREQUIPA,PE-1S,744.0,DESPISTE,23.0,2.0,SUNDAY,1,0
CAJAMARCA,PE-3N,37.0,ATROPELLO,20.0,2.0,MONDAY,1,0
LIMA,PE-1S,65.0,CHOQUE,12.0,2.0,MONDAY,0,0
LIMA,PE-1S,65.0,CHOQUE,13.0,2.0,MONDAY,0,0
LIMA,PE-1N,100.0,DESPISTE,20.0,2.0,MONDAY,1,0
JUNIN,PE-22,159.0,DESPISTE,17.0,2.0,MONDAY,0,0
AMAZONAS,PE-5N,217.0,CHOQUE,8.0,2.0,MONDAY,0,0
MADRE DE DIOS,PE-30C,406.0,CHOQUE,20.0,2.0,MONDAY,1,1
ANCASH,PE-1N,447.0,CHOQUE,6.0,2.0,MONDAY,0,0
SAN MARTIN,PE-5N,598.0,N.I.,7.0,2.0,MONDAY,0,0
ANCASH,PE-3N,656.0,CHOQUE,17.0,2.0,MONDAY,0,1
AREQUIPA,PE-1S,744.0,DESPISTE,9.0,2.0,MONDAY,0,0
LAMBAYEQUE,PE-1N,838.0,CHOQUE,15.0,2.0,MONDAY,0,0
CUSCO,PE-3S,1019.0,DESPISTE,18.0,2.0,MONDAY,1,0
LORETO,LO-103,14.0,ESPECIAL,15.0,2.0,TUESDAY,0,0
PIURA,PE-02,21.0,DESPISTE,18.0,2.0,TUESDAY,1,0
JUNIN,PE-22,147.0,DESPISTE,18.0,2.0,TUESDAY,1,0
ANCASH,PE-3N,220.0,CHOQUE,18.0,2.0,TUESDAY,1,0
APURIMAC,PE-30A,312.0,DESPISTE,14.0,2.0,TUESDAY,0,0
LIMA,PE-1S,492.0,CHOQUE,1.0,2.0,TUESDAY,0,0
CAJAMARCA,PE-3N,1477.0,CHOQUE,19.0,2.0,TUESDAY,1,0
LORETO,LO-103,4.0,CHOQUE,15.0,2.0,WEDNESDAY,0,0
LIMA,PE-1S,24.0,CHOQUE,15.0,2.0,WEDNESDAY,0,0
ICA,PE-28A,47.0,DESPISTE,2.0,2.0,WEDNESDAY,0,0
PIURA,PE-02,49.0,DESPISTE,9.0,2.0,WEDNESDAY,0,1
CAJAMARCA,PE-3N,89.0,DESPISTE,16.0,2.0,WEDNESDAY,0,0
JUNIN,PE-22,162.0,CHOQUE,9.0,2.0,WEDNESDAY,0,0
JUNIN,PE-22,165.0,DESPISTE,4.0,2.0,WEDNESDAY,0,0
ICA,PE-1S,332.0,CHOQUE,17.0,2.0,WEDNESDAY,0,0
AYACUCHO,PE-28A,341.0,DESPISTE,16.0,2.0,WEDNESDAY,0,0
PUNO,PE-30C,,CHOQUE,21.0,2.0,WEDNESDAY,1,0
CAJAMARCA,PE-5N,4.0,ESPECIAL,21.0,2.0,THURSDAY,1,0
CAJAMARCA,PE-3N,27.0,CHOQUE,12.0,2.0,THURSDAY,0,0
LIMA,PE-22,30.0,N.I.,1.0,2.0,THURSDAY,0,0
TACNA,PE-1SD,38.0,CHOQUE,15.0,2.0,THURSDAY,0,0
LIMA,PE-22,49.0,DESPISTE,4.0,2.0,THURSDAY,0,0
ANCASH,PE-14,110.0,DESPISTE,5.0,2.0,THURSDAY,0,0
CAJAMARCA,PE-3N,124.0,DESPISTE,14.0,2.0,THURSDAY,0,0
ANCASH,PE-1N,236.0,DESPISTE,7.0,2.0,THURSDAY,0,0
SAN MARTIN,PE-5N,810.0,DESPISTE,13.0,2.0,THURSDAY,0,0
CUSCO,CU-118,0.0,DESPISTE,2.0,2.0,FRIDAY,0,1
PIURA,PE-1N,40.0,CHOQUE,23.0,2.0,FRIDAY,1,0
LIMA,PE-22,48.0,DESPISTE,7.0,2.0,FRIDAY,0,0
LIMA,PE-1N,64.0,DESPISTE,20.0,2.0,FRIDAY,1,0
TUMBES,PE-1N,150.0,DESPISTE,23.0,2.0,FRIDAY,1,0
CUSCO,PE-28,164.0,DESPISTE,15.0,2.0,FRIDAY,0,0
ANCASH,PE-1N,286.0,DESPISTE,0.0,2.0,FRIDAY,0,0
CUSCO,PE-28B,330.0,CHOQUE,21.0,2.0,FRIDAY,1,1
LA LIBERTAD,PE-1N,465.0,DESPISTE,4.0,2.0,FRIDAY,0,1
LAMBAYEQUE,PE-1N,848.0,CHOQUE,7.0,2.0,FRIDAY,0,0
CAJAMARCA,PE-08B,34.0,CHOQUE,18.0,2.0,SATURDAY,1,0
AREQUIPA,PE-1SD,42.0,DESPISTE,17.0,2.0,SATURDAY,0,0
PUNO,PE-34B,99.0,DESPISTE,15.0,2.0,SATURDAY,0,0
PIURA,PE-1N,137.0,CHOQUE,19.0,2.0,SATURDAY,1,0
JUNIN,PE-22,162.0,DESPISTE,5.0,2.0,SATURDAY,0,0
PUNO,PE-34A,237.0,CHOQUE,21.0,2.0,SATURDAY,1,0
CUSCO,PE-28B,254.0,VOLCADURA,10.0,2.0,SATURDAY,0,0
LA LIBERTAD,PE-1N,586.0,ATROPELLO,20.0,2.0,SATURDAY,1,0
LAMBAYEQUE,PE-1N,1.0,CHOQUE,21.0,2.0,SUNDAY,1,0
JUNIN,PE-3SA,21.0,DESPISTE,6.0,2.0,SUNDAY,0,0
LIMA,PE-20A,36.0,CHOQUE,18.0,2.0,SUNDAY,1,0
PUNO,PE-36B,77.0,DESPISTE,8.0,2.0,SUNDAY,0,0
LIMA,PE-1S,126.0,DESPISTE,23.0,2.0,SUNDAY,1,0
LIMA,PE-1S,161.0,DESPISTE,8.0,2.0,SUNDAY,0,0
HUANUCO,PE-3N,226.0,CHOQUE,23.0,2.0,SUNDAY,1,0
CUSCO,PE-28B,266.0,CHOQUE,19.0,2.0,SUNDAY,1,0
CUSCO,PE-28B,361.0,CHOQUE,1.0,2.0,SUNDAY,0,0
ICA,PE-1S,401.0,DESPISTE,6.0,2.0,SUNDAY,0,0
HUANUCO,PE-5N,483.0,DESPISTE,20.0,2.0,SUNDAY,1,0
LA LIBERTAD,PE-1N,645.0,DESPISTE,12.0,2.0,SUNDAY,0,0
LAMBAYEQUE,PE-1N,766.0,CHOQUE,21.0,2.0,SUNDAY,1,0
LAMBAYEQUE,PE-1N,830.0,DESPISTE,11.0,2.0,SUNDAY,0,0
PUNO,PE-36B,12.0,DESPISTE,8.0,2.0,MONDAY,0,0
AMAZONAS,PE-08C,29.0,DESPISTE,17.0,2.0,MONDAY,0,0
JUNIN,PE-3SA,53.0,CHOQUE,16.0,2.0,MONDAY,0,0
CAJAMARCA,PE-08,76.0,VOLCADURA,8.0,2.0,MONDAY,0,1
CAJAMARCA,PE-06A,76.0,VOLCADURA,15.0,2.0,MONDAY,0,0
CAJAMARCA,PE-08,83.0,DESPISTE,20.0,2.0,MONDAY,1,0
CAJAMARCA,PE-06A,83.0,DESPISTE,20.0,2.0,MONDAY,1,0
PASCO,PE-5N,196.0,ESPECIAL,13.0,2.0,MONDAY,0,0
MADRE DE DIOS,PE-30C,266.0,CHOQUE,19.0,2.0,MONDAY,1,0
MADRE DE DIOS,PE-30C,389.0,CHOQUE,13.0,2.0,MONDAY,0,0
MADRE DE DIOS,PE-30C,389.0,CHOQUE,13.0,2.0,MONDAY,0,0
ANCASH,PE-1N,410.0,CHOQUE,12.0,2.0,MONDAY,0,0
ANCASH,PE-1N,410.0,CHOQUE,13.0,2.0,MONDAY,0,0
SAN MARTIN,PE-5N,438.0,DESPISTE,22.0,2.0,MONDAY,1,0
LAMBAYEQUE,PE-1N,827.0,CHOQUE,8.0,2.0,MONDAY,0,0
LAMBAYEQUE,PE-1N,827.0,CHOQUE,8.0,2.0,MONDAY,0,0
LAMBAYEQUE,PE-04B,6.0,DESPISTE,17.0,2.0,TUESDAY,0,0
PUNO,PE-34H,33.0,CHOQUE,5.0,2.0,TUESDAY,0,0
CUSCO,PE-34J,36.0,DESPISTE,22.0,2.0,TUESDAY,1,0
JUNIN,PE-3S,61.0,DESPISTE,16.0,2.0,TUESDAY,0,0
AYACUCHO,PE-30A,144.0,CHOQUE,11.0,2.0,TUESDAY,0,0
AYACUCHO,PE-3S,400.0,ATROPELLO,17.0,2.0,TUESDAY,0,0
MADRE DE DIOS,PE-30C,412.0,CHOQUE,8.0,2.0,TUESDAY,0,0
APURIMAC,PE-3S,771.0,DESPISTE,8.0,2.0,TUESDAY,0,0
AREQUIPA,PE-1S,946.0,CHOQUE,16.0,2.0,TUESDAY,0,0
LORETO,LO-103,0.0,CHOQUE,9.0,2.0,WEDNESDAY,0,1
AREQUIPA,PE-34J,36.0,DESPISTE,6.0,2.0,WEDNESDAY,0,0
LIMA,PE-1S,69.0,CHOQUE,10.0,2.0,WEDNESDAY,0,0
CAJAMARCA,PE-08B,82.0,DESPISTE,13.0,2.0,WEDNESDAY,0,0
LIMA,PE-22,105.0,CHOQUE,15.0,2.0,WEDNESDAY,0,0
ANCASH,PE-1N,338.0,DESPISTE,1.0,2.0,WEDNESDAY,0,0
ICA,PE-1S,468.0,CHOQUE,6.0,2.0,WEDNESDAY,0,0
AREQUIPA,PE-1S,505.0,CHOQUE,7.0,2.0,WEDNESDAY,0,0
AREQUIPA,PE-1S,505.0,CHOQUE,7.0,2.0,WEDNESDAY,0,0
LIMA,N.I.,0.0,ESPECIAL,15.0,2.0,THURSDAY,0,1
AREQUIPA,PE-1SD,11.0,DESPISTE,10.0,2.0,THURSDAY,0,1
AREQUIPA,PE-1SD,11.0,DESPISTE,10.0,2.0,THURSDAY,0,0
LAMBAYEQUE,PE-1NJ,87.0,CHOQUE,15.0,2.0,THURSDAY,0,0
LIMA,PE-22,113.0,CHOQUE,14.0,2.0,THURSDAY,0,0
LIMA,PE-22,113.0,CHOQUE,14.0,2.0,THURSDAY,0,0
LIMA,PE-1N,127.0,CHOQUE,23.0,2.0,THURSDAY,1,0
PUNO,PE-34A,252.0,DESPISTE,4.0,2.0,THURSDAY,0,0
PUNO,PE-34A,252.0,DESPISTE,6.0,2.0,THURSDAY,0,0
ICA,PE-1S,265.0,DESPISTE,0.0,2.0,THURSDAY,0,1
ICA,PE-1S,265.0,DESPISTE,0.0,2.0,THURSDAY,0,0
AYACUCHO,PE-3S,330.0,CHOQUE,11.0,2.0,THURSDAY,0,0
ANCASH,PE-1N,338.0,DESPISTE,1.0,2.0,THURSDAY,0,0
APURIMAC,PE-30A,357.0,CHOQUE,8.0,2.0,THURSDAY,0,0
APURIMAC,PE-30A,357.0,CHOQUE,8.0,2.0,THURSDAY,0,0
APURIMAC,PE-30A,357.0,CHOQUE,9.0,2.0,THURSDAY,0,0
ANCASH,PE-1N,381.0,CHOQUE,15.0,2.0,THURSDAY,0,0
MADRE DE DIOS,PE-30C,405.0,CHOQUE,11.0,2.0,THURSDAY,0,0
ANCASH,PE-1N,410.0,DESPISTE,13.0,2.0,THURSDAY,0,0
LIMA,PE-1NE,500.0,ATROPELLO,15.0,2.0,THURSDAY,0,0
AREQUIPA,PE-1S,602.0,DESPISTE,15.0,2.0,THURSDAY,0,0
AREQUIPA,PE-1S,602.0,DESPISTE,15.0,2.0,THURSDAY,0,0
CUSCO,PE-3S,1027.0,DESPISTE,18.0,2.0,THURSDAY,1,0
CUSCO,PE-3S,1027.0,DESPISTE,21.0,2.0,THURSDAY,1,0
JUNIN,PE-3SA,54.0,CHOQUE,14.0,2.0,FRIDAY,0,0
JUNIN,PE-3SA,54.0,CHOQUE,14.0,2.0,FRIDAY,0,0
JUNIN,PE-5S,74.0,CHOQUE,19.0,2.0,FRIDAY,1,0
ICA,PE-1S,198.0,CHOQUE,4.0,2.0,FRIDAY,0,0
